00Annotation	counts.Mast%20cell%20-%20stimulated%2c%20donor1.CNhs11073.11487-119E2.hg38.nobarcode	counts.Mast%20cell%2c%20donor1.CNhs12566.11563-120D6.hg38.nobarcode	counts.Mast%20cell%2c%20donor2.CNhs12594.11565-120D8.hg38.nobarcode	counts.Mast%20cell%2c%20donor3.CNhs12593.11566-120D9.hg38.nobarcode	counts.Mast%20cell%2c%20donor4.CNhs12592.11567-120E1.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%20and%20stimulated%2c%20donor5.CNhs13925.11940-126A5.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%20and%20stimulated%2c%20donor8.CNhs13927.11942-126A7.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%2c%20donor5.CNhs13924.11939-126A4.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%2c%20donor8.CNhs13926.11941-126A6.hg38.nobarcode
FAM47E,p2@FAM47E-STBD1	0	0	0	0	0	0	0	0	0
FAM47E,p3@FAM47E-STBD1	0	0	0	1	0	0	0	0	0
FAM50A	283	593	88	146	183	654	64	687	317
FAM50B	2	70	36	65	71	56	14	96	75
FAM53B	8	320	294	396	530	454	56	400	316
FAM53B-AS1	0	0	0	0	1	0	0	0	0
FAM53C	132	199	328	412	695	118	23	96	320
FAM66C	0	0	0	1	0	0	0	1	0
FAM71A	0	0	0	0	0	0	0	0	0
FAM71B	0	0	0	0	0	0	0	0	0
FAM71C	0	0	0	0	0	0	0	0	0
FAM71D	0	0	0	0	0	0	0	0	0
FAM71E1	1	1	1	1	0	3	1	0	3
FAM71E2	0	0	0	0	0	0	0	0	0
FAM71F1	0	0	0	0	0	0	0	0	0
FAM71F2	0	0	0	0	0	0	0	0	0
FAM72C	2	20	0	0	1	16	0	12	5
FAM72C,p2@FAM72D	0	1	0	0	0	3	0	5	6
FAM76A	31	182	129	203	182	181	25	201	142
FAM76B	76	122	109	175	174	152	25	128	160
FAM78A	0	5	1	3	0	1	1	0	5
FAM78B	0	0	1	1	2	0	0	1	2
FAM81A	0	1	1	1	5	2	0	0	0
FAM81B	0	0	3	13	0	0	0	0	0
FAM83A	0	0	0	0	0	0	0	0	0
FAM83A-AS1	0	0	0	0	0	0	0	0	0
FAM83B	0	0	5	2	2	0	0	0	0
FAM83C	0	0	0	0	0	0	0	0	0
FAM83D	4	35	8	0	4	28	5	48	51
FAM83E	0	0	0	0	0	0	0	0	0
FAM83F	0	25	27	25	44	10	0	8	17
FAM83G	2	23	23	16	33	22	11	10	24
FAM83H	7	51	5	5	5	24	9	24	24
FAM86B3P	1	4	6	2	0	3	5	4	6
FAM86C1P	2	7	4	4	4	7	0	3	6
FAM86DP	3	8	2	3	3	7	1	0	2
FAM86EP	0	7	16	13	33	15	5	4	3
FAM86HP	1	6	7	14	19	6	3	6	5
FAM86JP	0	0	1	0	0	0	0	0	0
FAM86KP	0	1	0	2	4	1	0	0	1
FAM89A	4	57	40	18	82	56	9	29	24
FAM89B	36	394	158	303	371	235	56	269	298
FAM8A1	4	108	87	140	151	96	4	70	101
FAM91A1	214	501	119	234	189	494	118	427	336
FAM98A	179	210	38	44	59	394	41	209	68
FAM98B	233	370	79	159	151	466	41	323	184
FAM98C	0	83	80	142	151	58	4	76	63
FAM99A,p3@FAM99B	0	0	0	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0	0	0	0
FAM9C	0	0	0	0	0	0	0	0	0
FAN1	14	79	13	22	35	61	4	31	45
FANCA	5	85	6	5	7	56	18	128	96
FANCB	3	24	4	7	8	12	1	24	18
FANCC	9	80	29	42	55	126	21	95	123
FANCD2	32	67	6	8	9	28	6	49	39
FANCD2OS	0	0	0	0	0	0	0	0	0
FANCE	0	17	29	40	46	11	5	40	47
FANCF	14	225	40	51	87	163	45	175	112
FANCG	7	55	25	30	56	46	18	83	92
FANCI	35	190	26	34	27	102	20	254	191
FANCL	56	192	70	113	91	232	31	245	141
FANCM	20	70	59	89	66	52	12	58	89
FANK1	5	4	5	17	8	6	1	3	10
FAP	0	0	1	0	2	0	0	1	2
FAR1	415	995	206	423	410	956	112	974	500
FAR2	113	745	67	157	166	752	69	903	607
FARP1	0	12	189	202	308	30	3	67	24
FARP2	154	224	137	348	191	140	31	137	89
FARS2	28	142	68	147	103	183	28	204	126
FARSA	58	401	158	194	196	359	139	416	251
FARSB	189	427	172	235	240	973	224	565	154
FAS	12	123	30	85	139	98	20	97	106
FASLG	1743	17	6	1	4	672	204	12	33
FASN	105	1177	67	45	111	213	88	403	390
FASTK	6	278	157	242	283	402	132	314	327
FASTKD1	63	125	29	38	39	248	24	146	92
FASTKD2	155	324	111	177	214	575	109	352	166
FASTKD3	63	185	43	32	48	189	31	164	116
FASTKD5,p1@UBOX5	69	291	165	282	262	317	50	328	181
FASTKD5,p2@UBOX5	5	36	13	16	13	19	5	27	36
FAT1	862	797	164	271	365	850	52	434	181
FAT2	0	0	3	0	4	0	0	0	0
FAT3	1	8	19	11	12	14	1	10	1
FAT4	0	1	5	10	2	0	0	0	0
FATE1	0	0	0	0	0	0	0	0	0
FAU	2047	4756	3076	4625	4561	5312	1617	5598	3886
FAUP1	15	91	78	78	72	105	14	111	74
FAXC	0	0	0	0	1	0	0	0	0
FAXDC2	2	20	122	245	266	30	2	9	44
FBF1	2	68	30	47	56	53	11	80	92
FBH1	9	105	68	106	108	141	16	130	107
FBL	81	617	670	882	954	664	327	593	973
FBLIM1	0	0	2	3	8	0	0	0	0
FBLL1	0	2	0	1	1	0	0	1	1
FBLN1	0	0	31	42	56	0	0	0	0
FBLN2	1	7	28	13	35	0	7	1	105
FBLN5	0	0	16	4	20	0	0	0	1
FBLN7	0	0	5	19	8	1	0	0	0
FBN1	1	0	8	10	15	0	0	0	1
FBN2	0	0	0	1	0	0	0	0	1
FBN3	0	0	0	0	0	0	0	0	0
FBP1	21	243	27	51	57	389	40	333	147
FBP2	0	0	0	0	0	0	0	0	0
FBRS	299	532	208	305	379	261	110	181	460
FBRSL1	7	373	684	953	1335	336	50	337	481
FBXL12	37	270	116	171	219	168	53	220	199
FBXL13	0	1	2	8	8	2	1	1	1
FBXL14	1	86	83	89	175	61	21	55	46
FBXL15	0	13	7	5	7	6	7	10	6
FBXL16	0	2	0	0	2	2	1	0	2
FBXL17	19	309	224	342	428	431	70	278	312
FBXL18	10	90	34	66	48	124	11	125	93
FBXL19	0	54	23	53	39	34	12	49	80
FBXL19-AS1	0	15	5	2	16	19	2	4	5
FBXL2	0	0	0	0	1	0	0	0	0
FBXL20	5	120	80	127	214	145	34	95	287
FBXL21P	0	0	0	0	0	0	0	0	0
FBXL22	0	0	0	0	0	0	0	0	0
FBXL3	204	596	272	468	497	515	120	595	518
FBXL4	14	205	60	101	108	216	17	183	200
FBXL5	169	592	288	493	454	691	76	568	280
FBXL6	3	168	57	104	130	113	107	176	262
FBXL7	0	0	6	2	1	0	0	0	0
FBXL8	12	59	36	51	50	62	16	62	74
FBXL8,p3@HSF4	0	1	1	4	1	1	0	0	0
FBXO10	0	15	17	8	11	12	0	32	10
FBXO11	319	781	633	822	885	658	118	474	419
FBXO15	1	4	1	4	3	1	2	1	3
FBXO16	47	4	1	0	2	9	5	1	2
FBXO17	0	0	1	3	8	0	0	0	1
FBXO2	0	0	2	1	9	0	0	0	1
FBXO21	25	139	78	126	121	226	38	110	140
FBXO22	59	158	40	56	48	231	34	217	163
FBXO24	0	0	0	1	0	0	0	1	1
FBXO25	40	195	127	172	286	250	24	145	152
FBXO27	0	7	17	25	46	2	1	5	10
FBXO28	169	456	175	352	297	396	46	363	232
FBXO3	40	198	70	185	126	237	36	193	138
FBXO3-DT	0	0	1	2	0	0	0	0	0
FBXO30	79	138	44	85	87	106	9	105	63
FBXO30-DT	24	70	26	67	31	39	8	47	22
FBXO31	19	214	178	321	246	215	78	201	155
FBXO32	0	2	19	31	31	3	1	1	4
FBXO33	31	195	142	176	184	201	56	138	192
FBXO34	144	914	352	407	522	993	131	545	620
FBXO36	2	10	28	18	16	11	6	11	25
FBXO38	57	359	156	190	238	370	58	269	203
FBXO39	0	0	0	0	0	0	0	0	0
FBXO4	15	74	41	65	57	93	10	79	67
FBXO40	0	0	0	0	0	0	0	0	0
FBXO41	1	28	3	2	5	4	6	8	11
FBXO42	56	239	175	295	271	235	57	274	219
FBXO43	0	13	0	0	0	11	4	30	29
FBXO44	5	83	44	78	70	30	8	137	105
FBXO45	8	163	31	69	98	127	20	125	93
FBXO46	7	60	42	59	75	26	6	23	27
FBXO47	0	0	4	2	5	0	0	0	0
FBXO48	3	27	24	15	36	21	6	25	27
FBXO5	29	144	9	9	14	131	44	180	180
FBXO6	5	91	11	29	49	39	5	106	58
FBXO7	211	984	334	547	573	863	178	764	630
FBXO8	30	138	47	80	104	159	23	134	104
FBXO9	26	357	120	204	242	325	43	318	367
FBXW10	0	0	0	0	0	0	0	0	0
FBXW11	71	297	145	267	254	313	36	186	219
FBXW2	123	389	156	255	273	452	75	366	303
FBXW4	6	46	27	30	55	33	4	29	36
FBXW5	2	176	102	170	192	113	14	221	160
FBXW7	10	228	193	229	302	205	62	164	147
FBXW8	14	144	92	111	129	159	11	172	92
FBXW9	1	19	11	23	33	17	11	17	63
FCAMR	0	0	0	0	0	0	0	0	0
FCAR	0	0	3	0	0	0	0	0	0
FCER1A	4325	21052	3706	3991	7473	25917	2614	17839	9253
FCER1G	3486	21455	5090	6248	6402	19074	3007	31865	15809
FCER2	0	0	0	0	0	25	1	0	0
FCF1	94	292	181	263	276	364	64	237	163
FCGBP	0	0	0	0	0	0	0	0	0
FCGR1B	0	0	0	0	0	0	0	0	0
FCGR2A	197	188	601	338	216	79	21	196	95
FCGR3A	0	0	0	0	0	0	0	0	0
FCGR3B	0	0	0	0	0	0	0	0	0
FCGRT	1	16	65	162	126	5	2	22	22
FCHO1	7	123	86	128	160	127	43	107	189
FCHO2	103	160	135	242	243	116	13	103	106
FCHSD1	17	190	63	145	139	177	36	219	167
FCHSD2	9	102	83	151	202	79	6	89	140
FCMR	0	0	0	1	1	0	0	0	0
FCN1	0	0	1	1	2	0	0	0	0
FCN2	0	0	0	0	0	0	0	0	0
FCN3	0	0	0	0	0	0	0	0	0
FCRL1	0	0	1	0	3	0	0	0	0
FCRL2	0	0	0	0	0	0	0	0	0
FCRL3	0	0	0	0	0	0	0	0	0
FCRL4	0	0	0	0	0	0	0	0	0
FCRL5	0	0	0	0	2	0	0	0	0
FCRL6	0	3	0	0	0	0	0	0	0
FCRLA	3	1	1	1	0	8	3	0	3
FCRLB	0	0	0	0	0	0	0	0	0
FCSK	1	18	14	28	26	60	5	40	30
FDCSP	0	0	2	1	0	11	0	0	0
FDFT1	330	1758	339	493	525	971	310	2000	1155
FDPS	172	925	139	179	186	398	101	824	427
FDX1	179	247	564	652	515	329	84	224	161
FDX1P1	1	2	1	1	0	5	0	0	1
FDX2	9	88	28	33	44	102	11	117	46
FDXACB1	17	27	8	8	17	58	8	40	14
FDXR	8	144	58	624	95	100	20	365	355
FECH	129	492	142	167	278	447	44	497	333
FEM1A	0	65	44	41	93	55	8	53	36
FEM1B	10	173	112	228	186	173	34	164	120
FEM1C	154	132	542	950	632	175	52	163	160
FEN1	31	238	31	52	47	82	71	280	159
FENDRR	0	0	0	0	0	0	0	0	0
FER	728	570	963	1205	1342	1076	138	759	410
FER1L4	0	0	0	0	0	0	0	0	0
FER1L5	0	0	0	0	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0	0	0	0	0
FERD3L	0	0	0	0	0	0	0	0	0
FERMT1	1	0	0	2	0	0	0	0	0
FERMT2	120	147	226	381	283	109	11	164	119
FERMT3	70	1573	503	721	866	1255	244	1851	1038
FES	34	452	102	336	144	506	27	624	328
FETUB	0	0	0	0	0	0	0	0	0
FEV	0	1	0	0	0	0	0	0	0
FEZ1	17	43	32	77	77	20	4	17	17
FEZ1,p2@STT3A-AS1	0	1	1	1	1	0	0	0	3
FEZ2	26	213	111	168	173	181	24	174	100
FEZF1	0	0	0	0	0	0	0	0	0
FEZF1-AS1	1	0	0	0	0	0	0	0	0
FEZF2	0	0	0	0	0	0	0	0	1
FFAR2	0	0	0	1	2	0	0	1	0
FFAR4	0	0	0	0	1	0	0	0	0
FGA	0	0	1	0	0	0	0	0	0
FGB	0	0	0	0	0	0	0	0	0
FGD1	0	0	2	9	1	0	0	2	2
FGD2	0	0	3	3	8	0	0	3	0
FGD3	8	269	173	245	277	297	54	338	426
FGD4	0	0	5	9	19	0	0	0	1
FGD5	0	0	6	5	6	0	0	0	0
FGD5-AS1	67	558	195	318	382	556	93	473	344
FGD5P1	0	0	1	2	0	0	0	0	0
FGD6	3	6	6	9	20	4	4	4	8
FGF1	0	0	1	0	1	0	0	0	0
FGF10	0	0	0	0	0	0	0	0	0
FGF11	0	0	2	1	3	1	1	2	0
FGF12	0	0	0	0	0	0	0	0	1
FGF13	0	0	2	3	2	0	0	0	0
FGF14	0	0	0	0	2	0	0	0	3
FGF14-AS2	1	16	6	15	7	7	0	9	3
FGF14-IT1	0	2	0	1	0	2	0	1	1
FGF16	0	0	0	0	0	0	0	0	0
FGF17	0	0	0	0	0	0	0	0	0
FGF18	0	0	1	1	1	0	1	0	0
FGF19	0	0	0	0	2	0	0	0	0
FGF2	0	1	2	1	6	0	1	0	0
FGF20	0	0	0	1	0	0	0	0	0
FGF21	0	0	0	0	0	0	0	0	0
FGF23	0	0	0	0	0	0	0	0	0
FGF3	0	1	0	0	0	0	0	0	0
FGF4	0	0	0	0	0	0	0	0	0
FGF5	1	0	0	0	0	0	0	0	0
FGF6	0	0	0	0	0	0	0	0	0
FGF7	1	1	6	3	5	0	0	0	0
FGF8	0	0	0	0	0	0	0	0	0
FGF9	1	3	4	3	4	1	0	0	2
FGFBP1	1	0	0	1	2	0	0	0	0
FGFBP2	0	0	3	3	4	0	1	0	0
FGFBP3	0	0	0	0	0	1	0	0	1
FGFR1	2	10	226	409	474	108	7	55	37
FGFR1OP2	303	507	204	337	319	568	121	334	309
FGFR2	1	0	3	1	2	3	0	0	1
FGFR3	0	0	5	2	3	2	0	1	2
FGFR4	0	0	1	1	0	0	0	0	0
FGFRL1	2	31	31	51	44	18	12	7	44
FGG	0	0	0	0	0	0	0	0	0
FGGY	16	114	63	107	105	138	23	106	86
FGL1	0	0	0	0	0	0	0	0	0
FGL2	5165	200	26	29	21	2266	304	73	24
FGR	213	124	76	181	110	110	109	70	80
FH	59	294	83	118	144	620	111	478	303
FHAD1	0	0	0	1	0	0	0	0	0
FHDC1	6	73	9	4	0	17	0	13	0
FHIP1A	2	0	8	8	5	1	0	0	0
FHIP1A-DT	0	0	0	1	0	0	0	0	0
FHIP1B	30	130	102	118	145	172	27	151	132
FHIP2A	17	120	35	73	66	87	9	80	85
FHIP2B	5	154	105	144	182	133	36	171	163
FHIT	31	70	5	33	6	38	1	78	21
FHL1	11	15	132	209	168	11	1	14	15
FHL2	40	24	45	56	190	52	17	4	8
FHL3	34	331	100	279	199	180	151	153	774
FHL5	0	0	0	2	0	0	0	0	0
FHOD1	63	740	484	385	658	475	358	494	1280
FHOD3	0	0	2	4	3	1	1	0	0
FIBCD1	0	0	0	0	0	0	0	1	0
FIBIN	0	0	1	0	1	0	0	0	0
FIBP	31	373	64	135	139	441	75	600	352
FICD	44	65	12	7	33	66	13	49	13
FIG4	57	211	61	119	110	321	40	227	200
FIGN	0	0	27	1	1	0	0	0	0
FIGNL1	47	123	22	31	44	106	18	142	91
FIGNL2	0	0	0	0	0	0	0	0	0
FILIP1	0	0	0	0	0	0	0	0	0
FILIP1L	469	165	241	485	385	217	29	163	107
FILNC1	0	0	0	0	1	0	0	0	0
FIP1L1	340	829	395	587	563	772	187	799	636
FIRRE	2	10	0	4	7	20	20	3	14
FIS1	69	693	314	387	560	889	190	854	575
FITM1	0	0	0	0	0	1	0	0	0
FITM2	4	47	14	24	17	61	8	71	12
FIZ1	3	61	14	26	32	48	6	45	32
FJX1	0	1	2	1	1	0	1	0	0
FKBP10	0	0	11	11	16	1	1	1	2
FKBP11	22	18	9	19	5	108	28	14	8
FKBP14	129	68	18	26	35	100	44	67	25
FKBP15	80	309	140	245	168	434	43	321	219
FKBP1A	111	206	73	85	87	381	115	300	247
FKBP1A,p2@FKBP1A-SDCBP2	183	733	195	249	248	1062	179	969	462
FKBP1B	1	71	20	36	52	6	8	42	60
FKBP1C	7	39	10	13	14	60	5	35	17
FKBP2	80	796	315	367	530	1207	128	699	360
FKBP3	43	263	77	116	115	296	15	185	97
FKBP4	25	198	263	379	752	349	50	339	142
FKBP5	158	160	205	911	205	111	39	71	63
FKBP6	0	0	0	0	0	0	0	0	0
FKBP7	30	83	61	92	66	87	14	65	48
FKBP8	31	1141	643	947	1290	705	142	1169	761
FKBP9	3	73	83	95	156	26	2	46	21
FKBP9P1	0	0	0	0	0	0	0	0	0
FKBPL	4	12	12	13	20	11	2	18	23
FKRP	7	65	24	69	49	34	4	34	35
FKSG49	0	0	0	0	1	0	0	0	0
FKTN	22	50	8	21	27	83	5	56	27
FLACC1	0	0	11	15	19	0	0	0	0
FLAD1	15	117	41	60	72	107	16	142	48
FLCN	30	697	145	140	181	427	147	402	262
FLG	0	0	0	0	0	0	0	0	0
FLG-AS1	0	1	0	0	0	0	0	0	0
FLG2	0	0	0	0	1	0	0	0	0
FLI1	108	2591	965	1265	1782	1396	191	2041	2483
FLICR	0	0	0	0	0	0	0	0	0
FLII	86	629	322	422	621	634	125	556	486
FLJ13224	0	0	1	4	5	1	0	0	2
FLJ16779	0	0	0	0	1	0	0	0	0
FLJ20021	11	128	68	182	71	119	18	121	124
FLJ22447	0	0	0	0	0	0	0	0	0
FLJ25758	0	0	0	0	0	0	0	0	0
FLJ31104	0	19	59	87	119	13	1	11	19
FLJ31356	0	1	21	22	9	6	0	4	6
FLJ32255	3	130	68	127	153	145	12	179	122
FLJ33534	0	0	0	0	0	0	0	0	0
FLJ37453	0	6	12	16	17	12	2	11	18
FLJ40194	0	0	0	0	1	0	0	0	1
FLJ42969	0	0	25	16	36	0	0	1	0
FLJ43315	0	3	1	0	0	10	0	4	5
FLJ46284	0	0	0	0	0	0	0	0	0
FLJ46906	0	31	24	81	31	15	6	77	15
FLNA	479	1835	876	423	1168	4233	911	1374	1744
FLNB	56	814	42	62	56	846	83	702	406
FLNB-AS1	0	0	0	0	0	0	0	0	0
FLNC	0	0	7	4	1	0	0	0	1
FLOT1	73	641	277	510	551	450	43	823	436
FLOT2	13	287	120	174	266	259	28	308	262
FLRT1	0	0	0	0	0	0	0	0	0
FLRT2	0	0	0	2	4	0	0	0	0
FLRT3	0	1	18	6	5	16	1	10	0
FLT1	11	0	12	3	4	1	0	0	0
FLT3	0	0	0	5	0	0	0	0	0
FLT3LG	17	202	50	52	78	126	18	234	146
FLT4	0	0	0	2	0	0	0	0	0
FLVCR1	5	53	79	101	138	50	14	62	72
FLVCR1-DT	1	28	8	12	12	10	2	9	5
FLVCR2	0	13	9	30	15	25	0	5	1
FLYWCH1	3	129	170	233	284	139	21	169	156
FLYWCH2	29	361	118	236	243	342	48	540	186
FMC1	0	24	1	11	10	22	4	24	9
FMC1,p1@FMC1-LUC7L2	19	81	36	74	63	148	24	159	76
FMC1-LUC7L2	2	0	26	43	40	3	0	2	0
FMN1	82	96	204	349	397	95	6	135	41
FMN2	0	0	0	0	0	0	0	0	0
FMNL1	61	924	500	612	886	754	196	595	1294
FMNL1-DT	0	37	60	51	101	120	19	46	74
FMNL2	4	19	149	113	175	186	23	54	33
FMNL3	88	640	394	554	729	631	202	488	1164
FMO1	0	0	0	0	0	0	0	0	0
FMO2,p4@FMO4	0	0	1	2	3	0	0	0	0
FMO3	0	0	0	0	0	0	0	0	0
FMO4	17	83	26	54	30	126	20	120	66
FMO5	34	42	9	20	20	80	5	40	56
FMO6P	0	0	0	0	0	0	0	0	0
FMOD	58	14	45	29	47	97	101	0	8
FMR1	69	179	137	178	208	159	29	177	146
FMR1NB	0	0	0	0	0	0	0	0	0
FN1	0	3	144	42	47	39	1	4	6
FN3K	69	187	181	341	301	261	8	336	133
FN3KRP	6	126	65	120	179	62	10	110	86
FNBP1	159	255	231	330	383	294	56	166	232
FNBP1L	664	29	94	134	203	36	4	27	17
FNBP1P1	8	34	6	18	10	30	4	22	23
FNBP4	465	602	488	886	843	855	167	554	644
FNDC1	0	0	3	3	9	1	0	0	0
FNDC10	0	90	14	14	29	33	6	44	50
FNDC11	0	0	6	1	3	1	0	0	0
FNDC3A	1385	862	469	565	611	1339	277	628	424
FNDC3B	124	214	213	249	407	311	144	144	120
FNDC4	0	4	1	5	1	2	0	0	0
FNDC5	0	0	0	0	1	0	0	0	1
FNDC7	0	0	0	0	0	0	0	0	0
FNDC8	0	0	0	0	0	0	0	0	0
FNDC9	0	0	0	0	0	0	0	0	0
FNIP1	201	445	320	420	488	359	42	328	272
FNIP2	113	213	219	378	458	672	48	564	228
FNTA	78	538	189	261	301	498	78	468	290
FNTB	12	79	21	33	44	137	46	88	73
FOCAD	29	71	39	47	43	168	15	92	56
FOLH1	0	0	0	0	0	0	0	0	0
FOLR1	0	0	3	3	3	0	0	0	0
FOLR1P1	0	0	0	0	0	0	0	0	0
FOLR2	0	0	4	9	9	0	0	0	0
FOLR3	0	0	0	0	0	0	0	0	0
FOS	46	57	71382	56482	120134	149	35	145	280
FOSB	127	98	64302	47704	97115	116	53	156	264
FOSL1	260	24	204	152	415	116	16	142	48
FOSL2	255	1479	3125	2419	4005	2005	403	1294	2788
FOXA1	0	0	0	1	11	0	0	1	0
FOXA2	0	0	0	0	0	0	0	0	0
FOXA3	0	0	1	0	0	0	0	0	1
FOXB1	0	0	0	0	0	0	0	0	0
FOXC1	0	2	15	47	31	3	0	6	3
FOXC2	1	2	0	1	0	0	0	0	1
FOXC2-AS1	0	0	0	0	0	0	0	0	0
FOXCUT	0	0	0	0	0	0	0	0	0
FOXD1	0	7	6	6	3	2	0	4	1
FOXD2	0	15	8	8	19	5	1	7	16
FOXD3	0	0	0	0	0	0	0	0	0
FOXD3-AS1	0	0	0	0	1	0	0	0	0
FOXE1	0	0	0	0	0	0	0	0	1
FOXE3	0	0	0	1	0	0	0	0	0
FOXF1	1	1	0	0	0	0	0	1	0
FOXF2	0	0	4	0	1	0	0	0	0
FOXG1	2	0	0	0	1	0	0	0	0
FOXG1-AS1	0	0	0	0	0	0	0	0	0
FOXH1	0	0	0	0	0	0	0	0	0
FOXI1	0	0	1	0	7	0	0	0	0
FOXI2	0	0	61	106	139	1	0	1	3
FOXI3	0	0	0	0	0	0	0	0	0
FOXJ1	0	1	68	80	98	1	0	3	1
FOXJ2	53	199	224	314	423	179	33	193	220
FOXJ3	223	398	281	403	437	408	87	385	321
FOXK1	2	419	112	146	243	327	47	239	296
FOXK2	5	396	158	192	312	370	67	281	250
FOXL1	0	0	0	0	0	1	0	0	0
FOXL2	0	7	6	6	1	4	0	2	1
FOXL2NB	0	0	0	0	1	0	0	0	0
FOXL3-OT1	0	0	0	0	0	0	0	0	0
FOXM1	21	120	4	1	1	96	17	126	141
FOXN1	0	0	0	0	0	0	0	0	1
FOXN2	68	1261	420	499	615	879	65	1342	441
FOXN3	53	447	511	671	829	368	35	312	499
FOXN4	0	0	1	0	0	0	0	0	0
FOXO1	1	61	254	501	455	82	18	20	137
FOXO3	2	234	286	779	436	100	21	125	158
FOXO4	6	69	45	58	66	68	18	28	83
FOXO6	3	2	55	81	44	2	2	0	2
FOXP1	2563	1580	777	1128	1204	2606	412	1019	2067
FOXP2	0	0	2	1	3	0	0	1	0
FOXP3	0	0	0	0	0	0	0	0	0
FOXP4	4	131	101	158	251	99	11	111	86
FOXP4-AS1	0	0	0	0	2	0	0	0	0
FOXQ1	0	0	3	7	6	0	0	0	0
FOXR1	0	0	0	0	0	0	0	0	0
FOXRED1	26	61	25	36	40	82	26	70	59
FOXRED2	2	58	12	29	34	23	4	50	40
FOXS1	0	0	0	1	0	0	0	0	0
FPGS	17	322	225	244	348	341	97	339	306
FPGT	2	16	4	3	5	24	1	10	11
FPGT,p1@FPGT-TNNI3K	17	198	71	103	84	241	18	205	107
FPR1	0	1	19	11	12	2	0	6	0
FPR2	0	0	0	0	0	1	0	0	1
FPR3	0	1	195	154	159	5	0	21	3
FRA10AC1	23	116	57	117	111	116	15	75	80
FRAS1	0	0	0	1	2	0	0	0	0
FRAT1	0	94	31	71	63	41	13	65	121
FRAT2	6	149	48	95	106	118	34	114	205
FREM1	19	449	54	155	105	182	3	440	75
FREM2	0	0	0	0	0	0	0	0	0
FRG1	203	788	246	410	310	584	153	451	422
FRG1-DT	1	7	0	4	3	6	1	9	5
FRG1BP	11	70	40	56	109	214	16	136	65
FRG1CP	8	22	16	29	21	69	11	44	35
FRG1DP	0	0	0	0	1	9	0	6	3
FRG1FP	2	8	5	1	10	2	1	3	2
FRG1GP	1	1	0	0	0	5	0	1	0
FRG1HP	7	65	17	28	38	70	5	44	32
FRG1JP	3	5	5	0	0	30	3	17	13
FRG2C	0	0	0	0	0	0	0	0	0
FRG2EP	0	0	0	0	0	0	0	0	0
FRG2FP	0	0	0	0	0	0	0	0	0
FRG2HP	0	0	0	0	0	0	0	0	0
FRK	0	0	1	0	0	2	1	2	3
FRMD1	0	0	0	0	0	0	0	0	0
FRMD3	0	0	2	1	0	0	0	0	0
FRMD4A	3	89	141	158	142	38	16	31	56
FRMD4B	78	307	639	818	985	474	52	299	127
FRMD5	0	0	0	0	0	0	0	0	0
FRMD6	10	47	32	56	43	25	3	8	19
FRMD6-AS1	0	0	1	3	5	1	0	0	0
FRMD6-AS2	0	0	0	0	0	0	0	0	0
FRMD8	6	211	98	136	130	145	37	220	231
FRMPD1	0	0	0	0	0	1	0	0	1
FRMPD2	0	0	0	0	0	0	0	0	0
FRMPD4	0	0	0	1	0	1	0	0	0
FRRS1	8	17	5	4	2	32	5	13	17
FRRS1L	0	0	0	0	0	0	0	0	0
FRS2	100	104	77	108	150	172	27	103	99
FRS3	6	32	23	33	39	23	3	22	31
FRY	112	482	158	284	238	383	51	184	395
FRYL	159	251	124	163	229	234	40	194	183
FRZB	0	0	3	3	6	9	0	1	0
FSBP,p2@RAD54B	3	28	4	2	16	15	6	10	20
FSCB	0	0	0	0	0	0	0	0	0
FSCN1	1	17	455	399	493	238	17	359	84
FSCN1P1	0	0	5	3	2	0	0	2	0
FSCN2	0	0	0	0	0	0	0	0	0
FSCN3	0	3	0	1	3	2	3	4	1
FSD1	0	0	0	0	0	0	0	0	0
FSD1L	53	133	45	31	68	116	20	134	46
FSD2	0	0	0	0	0	0	0	0	0
FSHB	0	0	0	0	0	0	0	0	0
FSHR	0	0	0	0	0	0	0	0	0
FSIP1	4	39	27	34	22	37	9	39	60
FSIP2	0	0	0	0	0	0	0	0	0
FST	257	127	9	5	7	38	21	18	2
FSTL1	0	1	38	31	36	0	1	2	0
FSTL3	5	13	27	61	47	13	2	18	12
FSTL4	0	1	0	0	0	0	0	0	0
FSTL5	0	0	0	0	0	0	0	0	0
FTCD	0	0	0	0	0	1	0	0	0
FTCDNL1	7	64	35	46	63	61	9	82	33
FTH1	137	2347	1375	1408	2094	3283	299	2686	1664
FTH1P10	1	34	11	16	18	83	15	60	40
FTH1P11	3	24	6	13	21	58	9	21	16
FTH1P12	0	13	9	10	16	46	11	23	22
FTH1P16	13	210	108	118	144	414	43	280	190
FTH1P2	0	3	2	0	3	0	0	1	1
FTH1P20	1	11	3	2	5	32	6	13	15
FTH1P22	0	3	3	4	1	4	0	1	2
FTH1P23	3	141	72	98	143	165	32	176	95
FTH1P3	21	229	106	127	180	411	43	291	377
FTH1P4	3	30	18	19	19	76	6	50	38
FTH1P5	0	3	0	1	2	12	5	2	2
FTH1P7	4	32	13	8	15	78	12	37	14
